,Campeonato,Local,Visitante,GolesLocal,GolesVisitante,Resultado,Fecha,Temperatura
843,League Two,AFC Wimbledon,Burton,1,1,x,02-2013,3.7
844,Championship,Crystal Palace,Charlton,2,1,1,02-2013,3.7
845,Championship,Millwall,Hull,0,1,2,02-2013,3.7
846,Premier League,Fulham,Manchester Utd,0,1,2,02-2013,3.7
847,Premier League,Arsenal,Stoke,1,0,1,02-2013,3.7
848,Premier League,West Ham,Swansea,1,0,1,02-2013,3.7
849,Premier League,Chelsea,Wigan,4,1,1,02-2013,3.7
850,Championship,Charlton,Birmingham,1,1,x,02-2013,3.7
851,League One,Brentford,Bury,2,2,x,02-2013,3.7
852,Premier League,Tottenham,Newcastle,2,1,1,02-2013,3.7
853,League One,Brentford,Stevenage,2,0,1,02-2013,3.7
854,FA Cup,Arsenal,Blackburn,0,1,2,02-2013,3.7
855,League Two,AFC Wimbledon,Bradford City,2,1,1,02-2013,3.7
856,Championship,Crystal Palace,Middlesbrough,4,1,1,02-2013,3.7
857,FA Cup,Chelsea,Brentford,4,0,1,02-2013,3.7
858,League Two,AFC Wimbledon,Northampton,1,1,x,02-2013,3.7
859,Championship,Crystal Palace,Bristol City,2,1,1,02-2013,3.7
860,Championship,Millwall,Peterborough,1,5,2,02-2013,3.7
861,Premier League,Fulham,Stoke,1,0,1,02-2013,3.7
862,League One,Brentford,Walsall,0,0,x,02-2013,3.7
863,Premier League,Arsenal,Aston Villa,2,1,1,02-2013,3.7
864,Championship,Charlton,Nottingham,0,2,2,02-2013,3.7
865,Premier League,West Ham,Tottenham,2,3,2,02-2013,3.7
866,League Two,AFC Wimbledon,Plymouth,1,1,x,02-2013,3.7
867,Premier League,Chelsea,West Brom,1,0,1,03-2013,3.6
868,League One,Brentford,Scunthorpe,1,0,1,03-2013,3.6
869,Championship,Charlton,Burnley,0,1,2,03-2013,3.6
870,Premier League,Tottenham,Arsenal,2,1,1,03-2013,3.6
871,Championship,Millwall,Wolves,0,2,2,03-2013,3.6
872,Championship,Crystal Palace,Hull,4,2,1,03-2013,3.6
873,League Two,AFC Wimbledon,York,3,2,1,03-2013,3.6
874,Championship,Crystal Palace,Leeds,2,2,x,03-2013,3.6
875,FA Cup,Millwall,Blackburn,0,0,x,03-2013,3.6
876,League One,Brentford,Swindon,2,1,1,03-2013,3.6
877,Championship,Charlton,Millwall,0,2,2,03-2013,3.6
878,League One,Brentford,Preston,1,0,1,03-2013,3.6
879,Premier League,Chelsea,West Ham,2,0,1,03-2013,3.6
880,Premier League,Tottenham,Fulham,0,1,2,03-2013,3.6
881,League Two,AFC Wimbledon,Morecambe,2,0,1,03-2013,3.6
882,League One,Brentford,Notts Co,2,1,1,03-2013,3.6
883,Championship,Crystal Palace,Birmingham,0,4,2,03-2013,3.6
884,Championship,Charlton,Bolton,3,2,1,03-2013,3.6
885,Premier League,Arsenal,Reading,4,1,1,03-2013,3.6
886,Premier League,West Ham,West Brom,3,1,1,03-2013,3.6
887,League Two,AFC Wimbledon,Barnet,0,1,2,04-2013,8.5
888,Premier League,Fulham,QPR,3,2,1,04-2013,8.5
889,FA Cup,Chelsea,Manchester Utd,1,0,1,04-2013,8.5
890,Championship,Millwall,Ipswich,0,0,x,04-2013,8.5
891,Championship,Charlton,Leeds,2,1,1,04-2013,8.5
892,Championship,Crystal Palace,Barnsley,0,0,x,04-2013,8.5
893,Premier League,Chelsea,Sunderland,2,1,1,04-2013,8.5
894,Premier League,Tottenham,Everton,2,2,x,04-2013,8.5
895,Championship,Millwall,Sheffield Wed,1,2,2,04-2013,8.5
896,League Two,AFC Wimbledon,Exeter,2,2,x,04-2013,8.5
897,Premier League,Arsenal,Norwich,3,1,1,04-2013,8.5
898,League One,Brentford,Portsmouth,3,2,1,04-2013,8.5
899,FA Cup,Millwall,Wigan,0,2,2,04-2013,8.5
900,FA Cup,Chelsea,Manchester City,1,2,2,04-2013,8.5
901,Championship,Millwall,Watford,1,0,1,04-2013,8.5
902,Premier League,Arsenal,Everton,0,0,x,04-2013,8.5
903,Premier League,West Ham,Manchester Utd,2,2,x,04-2013,8.5
904,Premier League,Fulham,Chelsea,0,3,2,04-2013,8.5
905,Championship,Crystal Palace,Leicester,2,2,x,04-2013,8.5
906,Championship,Charlton,Wolves,2,1,1,04-2013,8.5
907,Premier League,West Ham,Wigan,2,0,1,04-2013,8.5
908,Premier League,Fulham,Arsenal,0,1,2,04-2013,8.5
909,Premier League,Tottenham,Manchester City,3,1,1,04-2013,8.5
910,Championship,Millwall,Blackburn,1,2,2,04-2013,8.5
911,League One,Brentford,Doncaster,0,1,2,04-2013,8.5
912,Championship,Millwall,Nottingham,0,1,2,04-2013,8.5
913,League Two,AFC Wimbledon,Fleetwood,2,1,1,04-2013,8.5
914,Premier League,Chelsea,Swansea,2,0,1,04-2013,8.5
915,Premier League,Arsenal,Manchester Utd,1,1,x,04-2013,8.5
916,Championship,Millwall,Crystal Palace,0,0,x,04-2013,8.5
917,Championship,Crystal Palace,Peterborough,3,2,1,05-2013,11.7
918,Championship,Charlton,Bristol City,4,1,1,05-2013,11.7
919,Premier League,Fulham,Reading,2,4,2,05-2013,11.7
920,Premier League,West Ham,Newcastle,0,0,x,05-2013,11.7
921,Premier League,Tottenham,Southampton,1,0,1,05-2013,11.7
922,League One,Brentford,Swindon,3,3,x,05-2013,11.7
923,Premier League,Chelsea,Tottenham,2,2,x,05-2013,11.7
924,Championship,Crystal Palace,Brighton,0,0,x,05-2013,11.7
925,Premier League,Fulham,Liverpool,1,3,2,05-2013,11.7
926,Premier League,Arsenal,Wigan,4,1,1,05-2013,11.7
927,Premier League,Tottenham,Sunderland,1,0,1,05-2013,11.7
928,Premier League,West Ham,Reading,4,2,1,05-2013,11.7
929,Premier League,Chelsea,Everton,2,1,1,05-2013,11.7
930,League One,Brentford,Yeovil,1,2,2,05-2013,11.7
931,Championship,Crystal Palace,Watford,0,0,x,05-2013,11.7
932,Championship,Millwall,Yeovil,0,1,2,08-2013,19.3
933,EFL Cup,Charlton,Oxford Utd,4,0,1,08-2013,19.3
934,EFL Cup,Brentford,Dag & Red,3,2,1,08-2013,19.3
935,EFL Cup,Millwall,AFC Wimbledon,2,1,1,08-2013,19.3
936,League Two,AFC Wimbledon,Wycombe,1,0,1,08-2013,19.3
937,League One,Brentford,Sheffield Utd,3,1,1,08-2013,19.3
938,Championship,Charlton,Middlesbrough,0,1,2,08-2013,19.3
939,Championship,Millwall,Huddersfield,0,1,2,08-2013,19.3
940,Premier League,West Ham,Cardiff,2,0,1,08-2013,19.3
941,Premier League,Arsenal,Aston Villa,1,3,2,08-2013,19.3
942,Premier League,Chelsea,Hull,2,0,1,08-2013,19.3
943,Premier League,Crystal Palace,Tottenham,0,1,2,08-2013,19.3
944,Premier League,Chelsea,Aston Villa,2,1,1,08-2013,19.3
945,League Two,AFC Wimbledon,Scunthorpe,3,2,1,08-2013,19.3
946,League One,Brentford,Walsall,1,0,1,08-2013,19.3
947,Premier League,Fulham,Arsenal,1,3,2,08-2013,19.3
948,Premier League,Tottenham,Swansea,1,0,1,08-2013,19.3
949,EFL Cup,West Ham,Cheltenham,2,1,1,08-2013,19.3
950,Premier League,West Ham,Stoke,0,1,2,08-2013,19.3
951,Premier League,Crystal Palace,Sunderland,3,1,1,08-2013,19.3
952,Championship,Charlton,Leicester,2,1,1,08-2013,19.3
953,League Two,AFC Wimbledon,Fleetwood,2,0,1,08-2013,19.3
954,League One,Brentford,Carlisle,0,0,x,08-2013,19.3
955,Premier League,Arsenal,Tottenham,1,0,1,09-2013,15.6
956,Championship,Millwall,Derby,1,5,2,09-2013,15.6
957,Premier League,Tottenham,Norwich,2,0,1,09-2013,15.6
958,Premier League,Fulham,West Brom,1,1,x,09-2013,15.6
959,Championship,Millwall,Blackpool,3,1,1,09-2013,15.6
960,Championship,Charlton,Millwall,0,1,2,09-2013,15.6
961,Premier League,Chelsea,Fulham,2,0,1,09-2013,15.6
962,Premier League,West Ham,Everton,2,3,2,09-2013,15.6
963,League Two,AFC Wimbledon,Burton,3,1,1,09-2013,15.6
964,Premier League,Arsenal,Stoke,3,1,1,09-2013,15.6
965,Premier League,Crystal Palace,Swansea,0,2,2,09-2013,15.6
966,League One,Brentford,Leyton Orient,0,2,2,09-2013,15.6
967,EFL Cup,Fulham,Everton,2,1,1,09-2013,15.6
968,EFL Cup,West Ham,Cardiff,3,2,1,09-2013,15.6
969,Premier League,Tottenham,Chelsea,1,1,x,09-2013,15.6
970,Premier League,Fulham,Cardiff,1,2,2,09-2013,15.6
971,Championship,Millwall,Leeds,2,0,1,09-2013,15.6
972,Championship,Charlton,Nottingham,1,1,x,10-2013,14.2
973,Premier League,Fulham,Stoke,1,0,1,10-2013,14.2
974,League Two,AFC Wimbledon,Northampton,0,2,2,10-2013,14.2
975,League One,Brentford,Rotherham,0,1,2,10-2013,14.2
976,Championship,Charlton,Blackpool,0,0,x,10-2013,14.2
977,Premier League,Tottenham,West Ham,0,3,2,10-2013,14.2
978,League Two,AFC Wimbledon,Accrington,1,1,x,10-2013,14.2
979,Championship,Millwall,QPR,2,2,x,10-2013,14.2
980,League One,Brentford,Colchester,3,1,1,10-2013,14.2
981,Premier League,West Ham,Manchester City,1,3,2,10-2013,14.2
982,Premier League,Arsenal,Norwich,4,1,1,10-2013,14.2
983,Premier League,Chelsea,Cardiff,4,1,1,10-2013,14.2
984,Premier League,Crystal Palace,Fulham,1,4,2,10-2013,14.2
985,League Two,AFC Wimbledon,Oxford Utd,0,2,2,10-2013,14.2
986,Premier League,Crystal Palace,Arsenal,0,2,2,10-2013,14.2
987,League One,Brentford,Shrewsbury,1,0,1,10-2013,14.2
988,Premier League,Tottenham,Hull,1,0,1,10-2013,14.2
989,Premier League,Chelsea,Manchester City,2,1,1,10-2013,14.2
990,Championship,Charlton,Wigan,0,0,x,10-2013,14.2
991,EFL Cup,Arsenal,Chelsea,0,2,2,10-2013,14.2
992,EFL Cup,Tottenham,Hull,1,1,x,10-2013,14.2
993,Premier League,Arsenal,Liverpool,2,0,1,11-2013,8.4
994,Premier League,Fulham,Manchester Utd,1,3,2,11-2013,8.4
995,Premier League,West Ham,Aston Villa,0,0,x,11-2013,8.4
996,Championship,Millwall,Burnley,2,2,x,11-2013,8.4
997,FA Cup,AFC Wimbledon,Coventry,1,3,2,11-2013,8.4
998,Premier League,Chelsea,West Brom,2,2,x,11-2013,8.4
999,Premier League,Crystal Palace,Everton,0,0,x,11-2013,8.4
1000,FA Cup,Brentford,Staines,5,0,1,11-2013,8.4
1001,Championship,Charlton,Leeds,2,4,2,11-2013,8.4
1002,Premier League,Tottenham,Newcastle,0,1,2,11-2013,8.4
1003,League One,Brentford,Crewe,5,0,1,11-2013,8.4
1004,League Two,AFC Wimbledon,Portsmouth,4,0,1,11-2013,8.4
1005,Championship,Millwall,Barnsley,1,0,1,11-2013,8.4
1006,Premier League,Fulham,Swansea,1,2,2,11-2013,8.4
1007,Premier League,Arsenal,Southampton,2,0,1,11-2013,8.4
1008,Premier League,West Ham,Chelsea,0,3,2,11-2013,8.4
1009,League Two,AFC Wimbledon,Dag & Red,1,1,x,11-2013,8.4
1010,Championship,Charlton,Doncaster,2,0,1,11-2013,8.4
1011,League One,Brentford,Peterborough,3,2,1,11-2013,8.4
1012,Championship,Charlton,Ipswich,0,1,2,11-2013,8.4
1013,Premier League,West Ham,Fulham,3,0,1,11-2013,8.4
1014,Premier League,Tottenham,Manchester Utd,2,2,x,12-2013,8.1
1015,Premier League,Chelsea,Southampton,3,1,1,12-2013,8.1
1016,Premier League,Crystal Palace,West Ham,1,0,1,12-2013,8.1
1017,Championship,Millwall,Nottingham,2,2,x,12-2013,8.1
1018,Premier League,Arsenal,Hull,2,0,1,12-2013,8.1
1019,Premier League,Fulham,Tottenham,1,2,2,12-2013,8.1
1020,Championship,Millwall,Wigan,2,1,1,12-2013,8.1
1021,Premier League,Crystal Palace,Cardiff,2,0,1,12-2013,8.1
1022,Premier League,Fulham,Aston Villa,2,0,1,12-2013,8.1
1023,Premier League,Arsenal,Everton,1,1,x,12-2013,8.1
1024,Premier League,Chelsea,Crystal Palace,2,1,1,12-2013,8.1
1025,Premier League,West Ham,Sunderland,0,0,x,12-2013,8.1
1026,League Two,AFC Wimbledon,Mansfield,0,0,x,12-2013,8.1
1027,Championship,Charlton,Derby,0,2,2,12-2013,8.1
1028,League One,Brentford,Oldham,1,0,1,12-2013,8.1
1029,Premier League,Tottenham,Liverpool,0,5,2,12-2013,8.1
1030,EFL Cup,Tottenham,West Ham,1,2,2,12-2013,8.1
1031,Championship,Millwall,Middlesbrough,0,2,2,12-2013,8.1
1032,Premier League,Crystal Palace,Newcastle,0,3,2,12-2013,8.1
1033,Premier League,Fulham,Manchester City,2,4,2,12-2013,8.1
1034,Premier League,Arsenal,Chelsea,0,0,x,12-2013,8.1
1035,League Two,AFC Wimbledon,Southend,0,1,2,12-2013,8.1
1036,Premier League,Chelsea,Swansea,1,0,1,12-2013,8.1
1037,Premier League,Tottenham,West Brom,1,1,x,12-2013,8.1
1038,Premier League,West Ham,Arsenal,1,3,2,12-2013,8.1
1039,Championship,Charlton,Brighton,3,2,1,12-2013,8.1
1040,League One,Brentford,Swindon,3,2,1,12-2013,8.1
1041,Premier League,West Ham,West Brom,3,3,x,12-2013,8.1
1042,Championship,Charlton,Sheffield Wed,1,1,x,12-2013,8.1
1043,League Two,AFC Wimbledon,Plymouth,1,1,x,12-2013,8.1
1044,Premier League,Tottenham,Stoke,3,0,1,12-2013,8.1
1045,Premier League,Chelsea,Liverpool,2,1,1,12-2013,8.1
1046,League One,Brentford,MK Dons,3,1,1,12-2013,8.1
1047,Championship,Millwall,Leicester,1,3,2,01-2014,7.8
1048,Premier League,Fulham,West Ham,2,1,1,01-2014,7.8
1049,Premier League,Crystal Palace,Norwich,1,1,x,01-2014,7.8
1050,Premier League,Arsenal,Cardiff,2,0,1,01-2014,7.8
1051,FA Cup,Arsenal,Tottenham,2,0,1,01-2014,7.8
1052,Premier League,Fulham,Sunderland,1,4,2,01-2014,7.8
1053,League Two,AFC Wimbledon,Torquay,0,2,2,01-2014,7.8
1054,League One,Brentford,Port Vale,2,0,1,01-2014,7.8
1055,Premier League,Tottenham,Crystal Palace,2,0,1,01-2014,7.8
1056,FA Cup,Charlton,Oxford Utd,2,2,x,01-2014,7.8
1057,FA Cup,Fulham,Norwich,3,0,1,01-2014,7.8
1058,Championship,Millwall,Ipswich,1,0,1,01-2014,7.8
1059,Premier League,Crystal Palace,Stoke,1,0,1,01-2014,7.8
1060,Premier League,Arsenal,Fulham,2,0,1,01-2014,7.8
1061,Premier League,West Ham,Newcastle,1,3,2,01-2014,7.8
1062,Premier League,Chelsea,Manchester Utd,3,1,1,01-2014,7.8
1063,EFL Cup,West Ham,Manchester City,0,3,2,01-2014,7.8
1064,FA Cup,Arsenal,Coventry,4,0,1,01-2014,7.8
1065,League One,Brentford,Gillingham,2,1,1,01-2014,7.8
1066,League Two,AFC Wimbledon,Exeter,2,1,1,01-2014,7.8
1067,FA Cup,Chelsea,Stoke,1,0,1,01-2014,7.8
1068,League One,Brentford,Bristol City,3,1,1,01-2014,7.8
1069,Championship,Millwall,Sheffield Wed,1,1,x,01-2014,7.8
1070,League Two,AFC Wimbledon,Hartlepool,2,1,1,01-2014,7.8
1071,Premier League,Crystal Palace,Hull,1,0,1,01-2014,7.8
1072,Premier League,Tottenham,Manchester City,1,5,2,01-2014,7.8
1073,Premier League,Chelsea,West Ham,0,0,x,01-2014,7.8
1074,Premier League,Fulham,Southampton,0,3,2,02-2014,8.2
1075,Premier League,West Ham,Swansea,2,0,1,02-2014,8.2
1076,Championship,Millwall,Reading,0,3,2,02-2014,8.2
1077,Premier League,Arsenal,Crystal Palace,2,0,1,02-2014,8.2
1078,FA Cup,Fulham,Sheffield Utd,0,0,x,02-2014,8.2
1079,League Two,AFC Wimbledon,Rochdale,0,3,2,02-2014,8.2
1080,Premier League,Crystal Palace,West Brom,3,1,1,02-2014,8.2
1081,Championship,Charlton,Birmingham,0,2,2,02-2014,8.2
1082,Premier League,Chelsea,Newcastle,3,0,1,02-2014,8.2
1083,Premier League,Tottenham,Everton,1,0,1,02-2014,8.2
1084,Premier League,West Ham,Norwich,2,0,1,02-2014,8.2
1085,Premier League,Fulham,Liverpool,2,3,2,02-2014,8.2
1086,Premier League,Arsenal,Manchester Utd,0,0,x,02-2014,8.2
1087,Championship,Millwall,Bolton,1,1,x,02-2014,8.2
1088,FA Cup,Arsenal,Liverpool,2,1,1,02-2014,8.2
1089,Championship,Charlton,QPR,1,0,1,02-2014,8.2
1090,Premier League,Crystal Palace,Manchester Utd,0,2,2,02-2014,8.2
1091,Premier League,Chelsea,Everton,1,0,1,02-2014,8.2
1092,Premier League,West Ham,Southampton,3,1,1,02-2014,8.2
1093,Premier League,Arsenal,Sunderland,4,1,1,02-2014,8.2
1094,League One,Brentford,Wolves,0,3,2,02-2014,8.2
1095,League Two,AFC Wimbledon,Bury,0,1,2,02-2014,8.2
1096,Championship,Millwall,Brighton,0,1,2,03-2014,9.5
1097,Premier League,Fulham,Chelsea,1,3,2,03-2014,9.5
1098,Premier League,Tottenham,Cardiff,1,0,1,03-2014,9.5
1099,League One,Brentford,Bradford City,2,0,1,03-2014,9.5
1100,FA Cup,Arsenal,Everton,4,1,1,03-2014,9.5
1101,Premier League,Chelsea,Tottenham,4,0,1,03-2014,9.5
1102,Premier League,Crystal Palace,Southampton,0,1,2,03-2014,9.5
1103,League Two,AFC Wimbledon,York,0,1,2,03-2014,9.5
1104,League One,Brentford,Tranmere,2,0,1,03-2014,9.5
1105,League Two,AFC Wimbledon,Chesterfield,1,1,x,03-2014,9.5
1106,Championship,Charlton,Huddersfield,0,0,x,03-2014,9.5
1107,Premier League,Fulham,Newcastle,1,0,1,03-2014,9.5
1108,Championship,Millwall,Charlton,0,0,x,03-2014,9.5
1109,Premier League,Tottenham,Arsenal,0,1,2,03-2014,9.5
1110,Championship,Charlton,Bournemouth,1,0,1,03-2014,9.5
1111,Championship,Charlton,Burnley,0,3,2,03-2014,9.5
1112,League Two,AFC Wimbledon,Cheltenham,4,3,1,03-2014,9.5
1113,Premier League,Chelsea,Arsenal,6,0,1,03-2014,9.5
1114,League One,Brentford,Coventry,3,1,1,03-2014,9.5
1115,Premier League,West Ham,Manchester Utd,0,2,2,03-2014,9.5
1116,Premier League,Tottenham,Southampton,3,2,1,03-2014,9.5
1117,Championship,Millwall,Birmingham,2,3,2,03-2014,9.5
1118,Premier League,Arsenal,Swansea,2,2,x,03-2014,9.5
1119,Premier League,West Ham,Hull,2,1,1,03-2014,9.5
1120,Premier League,Arsenal,Manchester City,1,1,x,03-2014,9.5
1121,Premier League,Crystal Palace,Chelsea,1,0,1,03-2014,9.5
1122,Championship,Millwall,Blackburn,2,2,x,03-2014,9.5
1123,Premier League,Fulham,Everton,1,3,2,03-2014,9.5
1124,League Two,AFC Wimbledon,Bristol Rovers,0,0,x,04-2014,12.3
1125,Championship,Charlton,Reading,0,1,2,04-2014,12.3
1126,League One,Brentford,Notts Co,3,1,1,04-2014,12.3
1127,Premier League,Chelsea,Stoke,3,0,1,04-2014,12.3
1128,Premier League,West Ham,Liverpool,1,2,2,04-2014,12.3
1129,Premier League,Tottenham,Sunderland,5,1,1,04-2014,12.3
1130,Championship,Charlton,Yeovil,3,2,1,04-2014,12.3
1131,League One,Brentford,Crawley,1,0,1,04-2014,12.3
1132,Premier League,Fulham,Norwich,1,0,1,04-2014,12.3
1133,Premier League,Crystal Palace,Aston Villa,1,0,1,04-2014,12.3
1134,Championship,Millwall,Watford,2,2,x,04-2014,12.3
1135,Premier League,Arsenal,West Ham,3,1,1,04-2014,12.3
1136,Championship,Charlton,Barnsley,1,2,2,04-2014,12.3
1137,Championship,Charlton,Bolton,0,0,x,04-2014,12.3
1138,League One,Brentford,Preston,1,0,1,04-2014,12.3
1139,League Two,AFC Wimbledon,Newport Co,2,2,x,04-2014,12.3
1140,Premier League,Chelsea,Sunderland,1,2,2,04-2014,12.3
1141,Premier League,Tottenham,Fulham,3,1,1,04-2014,12.3
1142,Premier League,West Ham,Crystal Palace,0,1,2,04-2014,12.3
1143,Championship,Millwall,Doncaster,0,0,x,04-2014,12.3
1144,Premier League,Fulham,Hull,2,2,x,04-2014,12.3
1145,League Two,AFC Wimbledon,Morecambe,0,3,2,04-2014,12.3
1146,Championship,Charlton,Blackburn,1,3,2,04-2014,12.3
1147,Premier League,Crystal Palace,Manchester City,0,2,2,04-2014,12.3
1148,Premier League,Arsenal,Newcastle,3,0,1,04-2014,12.3
1149,Championship,Charlton,Watford,3,1,1,04-2014,12.3
1150,League One,Brentford,Stevenage,2,0,1,05-2014,14.3
1151,Championship,Millwall,Bournemouth,1,0,1,05-2014,14.3
1152,Premier League,West Ham,Tottenham,2,0,1,05-2014,14.3
1153,Premier League,Chelsea,Norwich,0,0,x,05-2014,14.3
1154,Premier League,Arsenal,West Brom,1,0,1,05-2014,14.3
1155,Premier League,Crystal Palace,Liverpool,3,3,x,05-2014,14.3
1156,Premier League,Fulham,Crystal Palace,2,2,x,05-2014,14.3
1157,Premier League,Tottenham,Aston Villa,3,0,1,05-2014,14.3
1158,FA Cup,Arsenal,Hull,2,2,x,05-2014,14.3
1159,Championship,Brentford,Charlton,1,1,x,08-2014,17.6
1160,Championship,Millwall,Leeds,2,0,1,08-2014,17.6
1161,League Two,AFC Wimbledon,Shrewsbury,2,2,x,08-2014,17.6
1162,FA Community Shield,Arsenal,Manchester City,3,0,1,08-2014,17.6
1163,EFL Cup,Charlton,Colchester,4,0,1,08-2014,17.6
1164,EFL Cup,Millwall,Wycombe,1,0,1,08-2014,17.6
1165,Premier League,West Ham,Tottenham,0,1,2,08-2014,17.6
1166,Premier League,Arsenal,Crystal Palace,2,1,1,08-2014,17.6
1167,Championship,Charlton,Wigan,2,1,1,08-2014,17.6
1168,Championship,Fulham,Millwall,0,1,2,08-2014,17.6
1169,Championship,Charlton,Derby,3,2,1,08-2014,17.6
1170,Championship,Fulham,Wolves,0,1,2,08-2014,17.6
1171,Premier League,Crystal Palace,West Ham,1,3,2,08-2014,17.6
1172,Championship,Brentford,Birmingham,1,1,x,08-2014,17.6
1173,Championship,Millwall,Rotherham,0,1,2,08-2014,17.6
1174,Premier League,Chelsea,Leicester,2,0,1,08-2014,17.6
1175,League Two,AFC Wimbledon,Hartlepool,1,2,2,08-2014,17.6
1176,Premier League,Tottenham,QPR,4,0,1,08-2014,17.6
1177,EFL Cup,Brentford,Fulham,0,1,2,08-2014,17.6
1178,EFL Cup,Millwall,Southampton,0,2,2,08-2014,17.6
1179,EFL Cup,West Ham,Sheffield Utd,1,1,x,08-2014,17.6
1180,League Two,AFC Wimbledon,Stevenage,2,3,2,08-2014,17.6
1181,Premier League,West Ham,Southampton,1,3,2,08-2014,17.6
1182,Championship,Fulham,Cardiff,1,1,x,08-2014,17.6
1183,Championship,Millwall,Blackpool,2,1,1,08-2014,17.6
1184,Premier League,Tottenham,Liverpool,0,3,2,08-2014,17.6
1185,Premier League,Arsenal,Manchester City,2,2,x,09-2014,17
1186,Premier League,Chelsea,Swansea,4,2,1,09-2014,17
1187,Premier League,Crystal Palace,Burnley,0,0,x,09-2014,17
1188,Championship,Charlton,Watford,1,0,1,09-2014,17
1189,Championship,Brentford,Brighton,3,2,1,09-2014,17
1190,Championship,Brentford,Norwich,0,3,2,09-2014,17
1191,Championship,Charlton,Wolves,1,1,x,09-2014,17
1192,League Two,AFC Wimbledon,Burton,3,0,1,09-2014,17
1193,Championship,Fulham,Blackburn,0,1,2,09-2014,17
1194,Championship,Millwall,Nottingham,0,0,x,09-2014,17
1195,Premier League,West Ham,Liverpool,3,1,1,09-2014,17
1196,League Two,AFC Wimbledon,Morecambe,1,0,1,09-2014,17
1197,Premier League,Tottenham,West Brom,0,1,2,09-2014,17
1198,EFL Cup,Fulham,Doncaster,2,1,1,09-2014,17
1199,EFL Cup,Arsenal,Southampton,1,2,2,09-2014,17
1200,EFL Cup,Crystal Palace,Newcastle,2,2,x,09-2014,17
1201,EFL Cup,Chelsea,Bolton,2,1,1,09-2014,17
1202,EFL Cup,Tottenham,Nottingham,3,1,1,09-2014,17
1203,Premier League,Chelsea,Aston Villa,3,0,1,09-2014,17
1204,Premier League,Crystal Palace,Leicester,2,0,1,09-2014,17
1205,Premier League,Arsenal,Tottenham,1,1,x,09-2014,17
1206,Championship,Charlton,Middlesbrough,0,0,x,09-2014,17
1207,Championship,Brentford,Leeds,2,0,1,09-2014,17
1208,Championship,Millwall,Birmingham,1,3,2,09-2014,17
1209,Championship,Fulham,Bolton,4,0,1,10-2014,14.7
1210,Championship,Charlton,Birmingham,1,1,x,10-2014,14.7
1211,Championship,Brentford,Reading,3,1,1,10-2014,14.7
1212,Premier League,Chelsea,Arsenal,2,0,1,10-2014,14.7
1213,Premier League,Tottenham,Southampton,1,0,1,10-2014,14.7
1214,Premier League,West Ham,QPR,2,0,1,10-2014,14.7
1215,League Two,AFC Wimbledon,Bury,3,2,1,10-2014,14.7
1216,Premier League,Arsenal,Hull,2,2,x,10-2014,14.7
1217,Premier League,Crystal Palace,Chelsea,1,2,2,10-2014,14.7
1218,Championship,Fulham,Norwich,1,0,1,10-2014,14.7
1219,Championship,Millwall,Wolves,3,3,x,10-2014,14.7
1220,Championship,Brentford,Sheffield Wed,0,0,x,10-2014,14.7
1221,Championship,Charlton,Bolton,2,1,1,10-2014,14.7
1222,League Two,AFC Wimbledon,Plymouth,0,0,x,10-2014,14.7
1223,Championship,Fulham,Charlton,3,0,1,10-2014,14.7
1224,League Two,AFC Wimbledon,Tranmere,2,2,x,10-2014,14.7
1225,Championship,Millwall,Cardiff,1,0,1,10-2014,14.7
1226,Premier League,West Ham,Manchester City,2,1,1,10-2014,14.7
1227,Premier League,Tottenham,Newcastle,1,2,2,10-2014,14.7
1228,EFL Cup,Fulham,Derby,2,5,2,10-2014,14.7
1229,EFL Cup,Tottenham,Brighton,2,0,1,10-2014,14.7
1230,Championship,Charlton,Sheffield Wed,1,1,x,11-2014,10.4
1231,Championship,Brentford,Derby,2,1,1,11-2014,10.4
1232,Premier League,Chelsea,QPR,2,1,1,11-2014,10.4
1233,Premier League,Arsenal,Burnley,3,0,1,11-2014,10.4
1234,Premier League,Crystal Palace,Sunderland,1,3,2,11-2014,10.4
1235,Championship,Millwall,Blackburn,2,2,x,11-2014,10.4
1236,Championship,Fulham,Blackpool,2,2,x,11-2014,10.4
1237,Championship,Millwall,Brentford,2,3,2,11-2014,10.4
1238,Championship,Fulham,Huddersfield,3,1,1,11-2014,10.4
1239,Premier League,West Ham,Aston Villa,0,0,x,11-2014,10.4
1240,Premier League,Tottenham,Stoke,1,2,2,11-2014,10.4
1241,League Two,AFC Wimbledon,Dag & Red,1,0,1,11-2014,10.4
1242,FA Cup,AFC Wimbledon,York,3,1,1,11-2014,10.4
1243,Championship,Brentford,Fulham,2,1,1,11-2014,10.4
1244,Premier League,Arsenal,Manchester Utd,1,2,2,11-2014,10.4
1245,Premier League,Chelsea,West Brom,2,0,1,11-2014,10.4
1246,Championship,Charlton,Millwall,0,0,x,11-2014,10.4
1247,Premier League,Crystal Palace,Liverpool,3,1,1,11-2014,10.4
1248,Championship,Charlton,Ipswich,0,1,2,11-2014,10.4
1249,League Two,AFC Wimbledon,Cambridge Utd,1,2,2,11-2014,10.4
1250,Championship,Brentford,Wolves,4,0,1,11-2014,10.4
1251,Premier League,West Ham,Newcastle,1,0,1,11-2014,10.4
1252,Premier League,Tottenham,Everton,2,1,1,11-2014,10.4
1253,Premier League,Crystal Palace,Aston Villa,0,1,2,12-2014,7.2
